,Unnamed: 0,category,manufacturer,product,name,date,rating,text,newline_count,review_len,special_char_count,manufacturer_count,product_count
2930,2930,11stReview,애슐리,밀키트,wig9***,2020.12.24,5,JMT...... 크리스므스이브에 남자친구랑 먹을라고 시켯는데 딱 24일에 왓습니다!!!!!그래서 먹엇는데 사진찍기도전에 다해치워버렸어요...완전 개쩔어요ㅠㅠ,0,88,5,0,0
2944,2944,11stReview,애슐리,밀키트,grea******,2021.05.14,5,기대없이 먹었는데 너무 맛있어요!!! 원래 감바스 먹고 면 추가인데 귀찮아서 아예 면을 넣어서 먹었어요!! 건고추 땜에 매콤칼칼해서 느끼하지않고 좋아요,0,84,5,0,0
2945,2945,11stReview,애슐리,밀키트,연보라,2021.02.23,5,설 연휴때 9900원 행사로 3개 샀는데 만족합니다!! 찜닭도 맛있고 로제파스타도 꾸덕하니 맛있아요! 크림파스타는 아직 안먹었네용 애슐리거눈 처음 주문해본건데 행사 덕분에 저렴하게 먹어볼 수 있어서 좋았네요!! 다음에 또 해주세요!!,0,130,7,1,0
2976,2976,11stReview,애슐리,밀키트,hosk***,2021.03.14,5,오 쌀국수도 성공요!!이만한가격에 맛과 양 정말 짱이예요~ 담에 만들땐 제가 따로 차돌박이를 사서 넣어 먹어야겠어요~잘먹었어요~!!,0,73,7,0,0
2978,2978,11stReview,애슐리,밀키트,rlaw********,2021.03.18,5,소스가 넉넉하니 맛나네요~~느끼하니 ㅎㅎ 레스토랑서ㅜ먹는맛 백프로는 아니지만 집에서 기분내기 좋네요~한번씨가 생각날 듯 합니다~~,0,72,5,0,0
2987,2987,11stReview,애슐리,밀키트,todr*************************,2021.05.11,5,맛있어용~저번에 먹어보고 만족해서 재구매한거에요~ 유통기한이 너무 짧다는게 아쉽네요 쟁여두고 생각날때 먹고싶은데.... 그래도 쉽게 후딱 맛나게 먹었습니다~^^,0,89,5,0,0
3031,3031,11stReview,애슐리,밀키트,aswl***,2021.02.02,5,고추 다 때려넣고 치즈 추가해서 먹었습니다~ 고기는 혹시 몰라 우유에 재워놨다 넣었구여. 정말 쉽고 간편해요*^^*,0,64,5,0,0
3062,3062,11stReview,애슐리,밀키트,hosk***,2021.03.14,5,후기보고 구입요~~ 맛있어요~~코로나 땜에 외식을 못해 구입해？f는데 만족!! 새우도 오동통,0,51,6,0,0
3063,3063,11stReview,애슐리,밀키트,zizi*****,2020.12.20,5,야식으로 뚝딱해먹었는데 배달시키는거보다 빨리만들고 맛있어요~~ 집에있는 소세지 추가로넣고 맛있게 잘먹었어？Dㅋㅋ 또주문하려구요~~~!!,0,75,7,0,0
3121,3121,11stReview,애슐리,밀키트,alwl*****,2021.04.24,5,"일단 가격 저렴하게 잘 샀고, 유통기한도 충분해요~~ 재구매 의사 있습니다!^^ 많이 파세요~^^",0,54,8,0,0
3127,3127,11stReview,애슐리,밀키트,yun8**,2021.02.17,5,좋네요~~해먹기도 딱이고요~~ 맛있어요~~ 배송도 빠르고 좋네요~~ 또 재구매할게요~ 감사합니다,0,53,9,0,0
3128,3128,11stReview,애슐리,밀키트,aron**,2021.02.20,5,가격대비 훌륭하다고 생각합니다. 맛있고 양도 많아요~~~~!!,0,34,6,0,0
3137,3137,11stReview,애슐리,밀키트,yun8**,2021.02.17,5,감사합니다~~ 빠네랑 같이 먹을려고 시켰는데 같이먹기딱이네요~~감사합니다~~ 잘먹겠습니다^^ 배송도빨랐어요!,0,60,9,0,0
3170,3170,11stReview,애슐리,밀키트,mily**,2021.05.10,5,빵이 진짜 바삭바삭하니 맛있더라구요!! 감바스 맛있어요~~!!,0,34,6,0,0
3182,3182,11stReview,애슐리,밀키트,mily**,2021.05.10,5,빵도 맛있고 맛있네요!! 간편해서 좋은 것 같아요~~!,0,30,5,0,0
3199,3199,11stReview,온더리버,원피스,유리80,2021.06.23,5,와우!오랜만에 배송이 바로왔네요!!가격대비 좋아서 구입했어요.심플하니 슬렉스나 청바지.반바지 모두 다 어울리는 기본티에요.얇은편이고 길이 넓이도 적당해서 55.66사이즈 모두다 입을수 있어요~~무난한거 찾으시는분들은 구입하셔도 좋을것같네요,0,133,5,0,0
3201,3201,11stReview,온더리버,원피스,lhjs***,2021.07.07,5,살까말까 고민했는데 사길 정말 잘했어요 동네 편하게 다니려고 산건데 핏도 날씬해보이고 몸에 붙진 않아서 (전 66입니다) 편하게 입을 수 있어요 대신 싼만큼 마감처리는 좀 부족해요 실밥정리하고 입어야 합니다 하나 더 살걸 그랬어요~ 169기준 종아리 중간 좀 아래까지 내려옵니다~~ 면도 부들부들하고 좋아요,0,171,5,0,0
3203,3203,11stReview,온더리버,원피스,happ*****,2021.07.09,5,완젼 저렴해서 재질이 나쁘면 어쩌나 하고 걱정했는데 생각보다 괜찮았어요~~~^^ 허리도 밴드지만 잘 늘어나서 아주 잘 맞더라고요~~~^^ 햇빛에 비추어 보니 얇은 재질이어서 시원할꺼 같은데 구김이 가는건 어쩔 수 없을것 같네요~~~ 그래도 간만에 싸게 득템한것 같아 기부니가 좋습니당~~^^,0,162,17,0,0
3205,3205,11stReview,온더리버,원피스,jina****,2021.06.30,5,재질 정말 시원하고 가볍고 주름안가고 짱입니다!! 158 48 키로 작은편이라 기장이 긴것같지만 옆트임있어서 걸을때마다 팔랑팔랑 프릴 너무예뻐요!! 단조롭지않아서 좋네요!! 다른색상도 있었음 구매할텐데 아쉽네요~ 가격도정말착하고 만족100 프로입니다!!,0,141,9,0,0
3206,3206,11stReview,온더리버,원피스,chan******,2021.07.04,5,23일만에 받았지만 옷이 이뻐서 만족합니다~^^과하지않게 귀여운 옷이네요~색상도 살짝 어두운 핑크라 더 좋구요~165키에 77 사이즈인데 가슴둘레.팔둘레 다 넉넉하게 잘 맞아요~ 길이가 좀 아쉽네요~ 다 넣어서는 못입구요~앞쪽만 살짝 넣던지 다 빼고 입어야하네요~더운날 시원하고 너무 편하게 입고 있어요^^,0,171,11,0,0
3207,3207,11stReview,온더리버,원피스,거품퐁퐁,2021.06.25,5,온더리버 항상 배송도 빠르고 가격도 착해서 주기적으로 주문합니다~! 화이트 기본 남방 구매했는데 구김이 잘 가는 재질이지만 짱짱하니 봄가을에 입기에 좋습니다 니트조끼 안에 입기에 딱이에요~ 만족합니다: ),0,114,5,1,0
3210,3210,11stReview,온더리버,원피스,라떼~♡,2021.07.07,5,화이트 비침도 없고 좋아요~^^ 총길이 49 팔을 올리면 살짝 허리 살이 보입니다. 제가 입기엔 적당하고 좋네요. 세탁하고 구김도 없고 늘어나는 원단이 아닙니다. 이 가격에 만족하는 티 입니다. 잘~~입을께요.,0,117,5,0,0
3215,3215,11stReview,온더리버,원피스,rhdf*******,2021.06.21,5,인생바지될듯! 하늘하늘되는 재질에 스판 쫘악쫘악! 진짜 잘 늘어나고 너무 편해요! 대신 이너웨어를 좀 신경써야할듯! 자국이나니 조심해야됩니다! 너무 편하고 좋아요!,0,91,6,0,0
3237,3237,11stReview,온더리버,원피스,erae**,2021.07.02,5,진짜 예뻐요~~~^^ 빨간바지랑 같이 입을라고 구매했어요 잘 어울려요 살이 있어 조금 ...그래도 편하고 예뻐요 잘 구매해서 기분도 좋고 잘 입을께요~~~ 포인트가 빨간색이라 바지랑 ㅎㅎㅎ,0,105,8,0,0
3239,3239,11stReview,온더리버,원피스,whit******,2021.06.20,5,여름에 입기 좋은 얇은 재질이네요 약간 넉넉한 핏 좋아요!! 디자인 이쁘고 배송은 처음부터 빠르지 않을거라고 해서 기다리지 않았어요^^ 만족합니다^^,0,83,6,0,0
3255,3255,11stReview,온더리버,원피스,참치,2021.07.03,5,키가 작아 길면 어쩌나 했는데 너무 좋아요! 맞춤인것처럼 복숭아 뼈 위로 !! 재질도 괜찮아요!! 몇개 더 사야겠어요~~ 키작녀 분들 걱정하지마시고 사세요~~~ㅎㅎㅎ,0,92,10,0,0
3283,3283,11stReview,온더리버,원피스,erae**,2021.07.02,5,이상하게 빨간바지가 입고싶어 고민고민해서 샀는데.. 너무너무 좋아요^^ 엄청 편하고 예뻐요~~~ 정말 구매하길 잘했어요 잘 입을께요,0,73,5,0,0
3287,3287,11stReview,온더리버,원피스,예쁜복덩이엄마,2021.06.18,5,여기 옷 만족해서 자주 구입하고 있어요^^ 이번 바지도 지난번에 구매해서 입었는데 핏도 이쁘고 편해서 재구매하는 거예요~^^,0,69,5,0,0
3300,3300,11stReview,온더리버,원피스,mr40**************,2021.06.30,5,주문하고 다음날 왔어요!! 배송이 정말 빨라요!! 옷색도 화면 그대로이고 편하게 입기 아주 좋을 것 같아요!! 가볍게 잘 입을게요!!,0,74,8,0,0
3331,3331,11stReview,온더리버,원피스,널위한후기,2021.06.25,5,베이지색 샀다가 괜찮아서 검은색도 샀어요~~ㅋㅋ 그냥 편하게 입고 다닐만 합니다~^^,0,47,5,0,0
3356,3356,11stReview,온더리버,원피스,예쁜복덩이엄마,2021.06.23,5,바지가 가격 대비 퀄리티가 높네요~^^ 일단 정말 편하구요~ 입었을때 핏도 예뻐요~ 배송은 빠릅니다^^,0,57,7,0,0
3361,3361,11stReview,온더리버,원피스,예쁜복덩이엄마,2021.06.23,5,배송은 빠릅니다~^^ 흰셔츠가 필요해서 샀는데 괜찮네요~ 바지 안에 넣어서 입으니까 예뻐요^^,0,52,6,0,0
3490,3490,11stReview,온더리버,원피스,seye****,2021.07.03,5,올~~~짧지도 안은기장!!넘 조아여 살짝 덥네여ㅎㅎㅎ 가격대비 상품 은 굿!!,0,43,7,0,0
3510,3510,11stReview,온더리버,원피스,naeu*****,2021.07.14,5,깔끔하고 여리여리해요~^^ 예쁘고 좋아요~~^^배송은 2주 가량 걸렸어요~,0,41,8,0,0
3530,3530,11stReview,온더리버,원피스,riji****,2021.07.07,5,편하게 입을수 있고 괜찮은 옷!!!색깔도 이쁜 레드!!,0,30,5,0,0
3533,3533,11stReview,온더리버,원피스,sksr*******,2021.07.10,5,이뿌네요~ 원했던 스타일이네요!! 이뿌게 입을께요^^,0,29,5,0,0
3542,3542,11stReview,온더리버,원피스,army****,2021.06.23,5,배송은 정말 정말 느렸지만 상품은 만족합니다~~~~~! 좋아요,0,34,6,0,0
3590,3590,11stReview,온더리버,원피스,jua0***,2021.06.25,5,포인트 있는거랑 최저가 찾아서 구매완료. 네이*에서 검색해보고 옷 골라놓고 11번가에서도 찾아봤어요. 네이*보다저렴해서 구매완료. 혹시나 싶어서 더 서치하기. 할인행사해서 더 저렴한 가격에 구입ㅋ 전에 구매한 옷은 환불처리완료. 포인트 3000점정도에다 할인가에 사서 5000원돈에 구입완료 ㅋㅋㅋㅋ 굿굿 ㅋㅋ 저렴하게 사서 기분이가 좋아요♥ ㅋ 재질은 좀 까슬하지만 여름에 에어컨이나 바람 좀 불고 서늘한 날에 사용하면 아주 굿일것 같아요 저녁에 스벅 쿠폰 쓰러 나갔다가 입었는데 좋았어요. 마트 냉장코너에서도 아주 좋을듯하네요~~♥단 옷 입을때 조심히 입어야겠어요. 어디 긁히면 올이 풀릴것 같아 조심스럽네요~,0,343,5,0,0
3597,3597,11stReview,온더리버,원피스,shin*****,2021.06.25,5,버디스트라이프트임카라넥니트 / 저렴한 가격 생각하면 잘 산 것 같아요. 옷이 귀여워요. 완전 딱 달라붙는 핏 아니고 널널한 핏이라 편하네요. 근데 생각보다 짧았고 생각보다 파여있었다는점? 암튼 가격대비 만족스러워양~~ 배송은 주말에 시켜서 화요일 출고 수요일에 받음!,0,149,5,0,0
3598,3598,11stReview,온더리버,원피스,tjdu*****,2021.06.22,5,검정색 산 거 진짜 너무 편한데 제 체구엔 너무 컸거든요? 어느 정도냐면 183짜리 남자애가 길이만 좀 아쉽고 편하게 입을 수 있을 정도! 암튼 걔가 편하다고 가져가서 검정이랑 베이지 새로 주문했는데 받는 데... 3주쯤 걸렸나요...? 여름 지나기 전에 받았으니... 만족 하겠습니다... 아 근데 이거 진짜 엄청 커요 허리끈 있어도 큼 통도 너무 크고 허리도 너무 크고 길이도 길어요!!!,0,219,6,0,0
3626,3626,11stReview,온더리버,원피스,leey******************,2021.07.09,5,완전 예뻐요~ 이 가격에 이렇게 이쁠수 있나요~~?? 여기다가 자켓이나 가디건 걸치면 활용도 굿이겠어요~ 색깔별로 다 사고 싶습니다^^,0,75,8,0,0
3628,3628,11stReview,온더리버,원피스,char***,2021.07.03,5,집에서 잠옷으로 입기에 딱이에요. 건조기 돌리니까 목부분이 쪼여서 그거는 조금 힘드네요~~ 편하게 입기좋습니다 .재구매.의사있어요~!!,0,75,5,0,0
3658,3658,11stReview,온더리버,원피스,summ**,2021.06.15,5,사진만큼 예쁘네요~~^^ 저렴한 가격에 너무 만족해요 배송이 조금 그리고 한번에 다받지는 못하고 띄엄띄엄 받았지만~ 그래도 누락없이 모두받았네요 고생하셨어요~~,0,89,7,0,0
3659,3659,11stReview,온더리버,원피스,summ**,2021.06.15,5,사진만큼 예쁘네요~~^^ 저렴한 가격에 너무 만족해요 배송이 조금 그리고 한번에 다받지는 못하고 띄엄띄엄 받았지만~ 그래도 누락없이 모두받았네요 고생하셨어요~~,0,89,7,0,0
3668,3668,11stReview,온더리버,원피스,yaon****,2021.06.24,5,우선 배송이 너무너무 느렸어요~ ㅜㅠ 문의글이 많더라고요~ 그래서 그냥 맘 편히 기다림. 상품은 화면과 같고~ 약간은 시원한 재질~ 예상했던 제품이라 만족~,0,87,5,0,0
3724,3724,11stReview,베베숲,물티슈,free*****,2021.07.12,5,역시 물티슈하면 베베숲이죠!!! 여러가지 사용하다가 정착한 물티슈거든요~ 부드럽고 쫀쫀하고 도톰해서 완전 맘에들어요! 떨어지기전에 재구매해서 꽉꽉 채워두는데.. 행사까지 하니까 더 좋네요^^ 애기가 아직 어려서 집에서 물티슈를 쓸일이 많아요~ 얼굴부터 손이나 발.. 기저귀를 착용하고있어서.. 하루에 1~2개는 기본으로 쓰고있는거같아요~ 이젠 애기가 알아서 뽑아쓰기도해요ㅋㅋㅋ,0,210,10,1,3
3727,3727,11stReview,베베숲,물티슈,free*****,2021.07.12,5,"계속 구매해서 사용하고있어요~ 레드, 블루, 그린 다 좋더라고요~ 세일할때 많이 사두고싶지만..ㅠㅠ 집이 좁아서 담아둘수있는만큼만 주문해요...ㅠㅠ 애기가 아직 기저귀를 착용하니~~ 물티슈가 하루에 1~2개씩 사용하게되더라고요... 촉감놀이라도 하는날은...ㅎㄷㄷ 큰차이가 없어서 돌아가면서 주문하고있어요~ 행사까지 하고있어서 더 좋네요!!!!",0,192,10,0,1
3740,3740,11stReview,베베숲,물티슈,lyr0***,2021.07.02,5,첫쨋때부터 너무 좋아하는 내친구 베베숲!!! 지금은 둘째까지 너무 커서 애들 닦는 용도보다는 주위나 청소할때 더 많이쓰지만.. 그래도 계속 프리미어만 쓰게된다는...ㅋㅋㅋㅋ 오랜친구라 익숙핸 느낌??ㅎㅎㅎ 도톰해서 쓰기도 편하고 ？Q이에요!!!^0^/♡♡♡,0,143,11,1,0
3742,3742,11stReview,베베숲,물티슈,kkm3***,2021.07.10,5,울 아가를 위해 항상 베베숱 레드만 믿고 사용했어요~ 두께감도 좋고 만족했어요~ 시그니처 블루 딜이 떠서 첨으로 블루를 사용하게 되었는데 역시 블루도 좋네요~~ 연약한 아기피부에 사용할거라 다른 물티슈는 좀 꺼려지더라고요~~계속 쭈욱 베베숱만 사용하겠습니다 자주 딜 해주세요~~~*^^*,0,160,13,0,1
3744,3744,11stReview,베베숲,물티슈,gusw*****,2021.06.26,5,확실히100매보다 70매짜리가 더 도톰하거 좋네요! 나름 지주쓰는 브렌드임당!생활의 필수여서 빠질수없는 물티슈네요ㅎㅎ거기다 카밍 휴대용물티슈12입까지! 생각지도 않고 있었는데 따로 오늘 토욜 배송도착했네요~서프라이즈 처럼! 주신것도 잘 사용하겠슴당!!,0,140,7,0,2
3749,3749,11stReview,베베숲,물티슈,june****,2021.06.16,5,항상애정하고 쟁여놓는 템~훗훗 두께도 꽤나 도톰하고 휴대용사이즈도 너무너무 맘에 들어요 이전에 레드 사용하고 있었는데 두께크게 상관없으시면 블루나 60정도 되는것 사용하셔도 좋아요~ 울 아가즐 피부는 소중하니까요~^^*,0,122,6,0,0
3756,3756,11stReview,베베숲,물티슈,youn*******,2021.07.13,5,"워낙에 믿고 쓰는 제품이라서 단점이 전혀 없어요~ 수분감도 너무 좋고, 아이들 쓰면서 문제된적도 없구요!! 진짜 한장한장 너무 잘 나와서 좋더라구요^^ 10년 가까이 두아들 키우면서 잘 쓰고 있어요!!",0,112,7,0,0
3762,3762,11stReview,베베숲,물티슈,hs48******,2021.07.09,5,물티슈 부자됐어요^^ 그린은 안써봤는데 휴대용으로 딱 좋을것같아요! 쿠폰써서 3만원도 안줬는데 이렇게 많이 받다니^^ 한동안 물티슈 걱정 없겠어요 베베숩은 몇 년째 사용하고 있어요 트러블 없고 가성이 최고입니다!,0,118,6,0,2
3786,3786,11stReview,베베숲,물티슈,love***,2021.07.13,5,역시 베베숲이여요~ 핫딜떠서 하게 주문했네요 휴대용도 같이왔어요~ 배송이늦에 밤늦게오긴했지만 무난해요ㅡ약간의 찌그러짐은있었습니다~~ 최근제조일로왔어요~ ㅎ,0,86,5,1,0
3788,3788,11stReview,베베숲,물티슈,stro*******,2021.06.22,5,"물티슈가 워낙 종류가 많아졌는데, 그래도 베베숲 세일할 때 쟁여두는게 좋아요. 잘 모르는 브랜드 쓰는것 보다 안심되고 낫더라구요~^^ 잘 정리했습니다~^^ 상자 잘 나눠서 보내주시고 감사합니다",0,107,6,1,1
3821,3821,11stReview,베베숲,물티슈,mjk7**,2021.06.18,5,가게 손님들 필요하시면 쓰시라고 베베숲물티슈를 두었는데 너무 잘쓰시고 좋아하시네요~~^^;;자주 구입해서 씁니다~~ 흠잡을대없어요!!잘쓰고 재구매할께요~~~,0,87,11,1,1
3867,3867,11stReview,베베숲,물티슈,leaf****,2021.07.10,5,"일단 배송이 엄청 빨랐어요! 아직 아기 태어나기 전이라 사용은 안했는데, 사용기한 1년에요. 여유롭게 쓸수있어 좋네요~~))",0,69,5,0,0
3877,3877,11stReview,베베숲,물티슈,mina**************,2021.07.11,5,한달에 40팩 항상 쟁겨요 아이들이 다 컸는데도 물티슈사용이 익숙해져서 계속 쓰네요^^ 베베숲 최고예용~ 전 항상 뒤집어서 보관합니다~^^,0,77,6,1,1
3878,3878,11stReview,베베숲,물티슈,mina**************,2021.07.11,5,한달에 40팩 항상 쟁겨요 아이들이 다 컸는데도 물티슈사용이 익숙해져서 계속 쓰네요^^ 베베숲 최고예용~ 전 항상 뒤집어서 보관합니다~^^,0,77,6,1,1
3898,3898,11stReview,베베숲,물티슈,m625***,2021.07.06,5,아직 사용전이지만 막내 태어나고 햇수4년째 베베숲만 쓰고있습니다. 믿쓰베!!!! 100매라 뚱뚱한 물티슈가 왔네요^^,0,65,6,1,1
3917,3917,11stReview,베베숲,물티슈,gusr******,2021.07.07,5,믿고 주문하는 베베숲.! 질.양 다 만족하고 쓰고 있습니다~ 저렴하게 판매해서 항상 딜뜨면 구매합니다. 잘쓰겠습니다^^~~~,0,69,7,1,0
3938,3938,11stReview,베베숲,물티슈,m022**,2021.07.15,5,첫째때부터 이것저것 쓰다가 베베숲으로 정착한지 6년째 입니다:-) 애들이 이제 7살 4살인데 물티슈만큼은 베베숲 써요ㅎㅎ 블루랑 그린 번갈아 쓰는데 다른 물티슈를 쓰면 뭔가 만족스럽지 못한다랄까ㅠ 쿠폰 할인까지 받으면 가격대비 완전 최고에요^^ 제가 만족스러운 물티슈가 나타날때까지(과연...) 저는 항상 베베숲입니다^^,0,179,9,3,3
3945,3945,11stReview,베베숲,물티슈,june****,2021.06.16,5,블루랑 휴대용 너무 알차게 샀고 두께도 넘 맘에 들고 이전에 레드 쓴거라 두께도 큰 차이가 없네요~ 앞으로도 긋긋긋~^^*,0,68,5,0,0
4032,4032,11stReview,베베숲,물티슈,ssa8***,2021.07.15,5,베베숲 물티슈를 구매를 자주하는데 만족하는 물티슈 중 최고에요ㅎㅎ 비싸서 잘 사지 못하지만 가격 좋을 때 사면 너무 좋아요^^ 이번에 좋은 가격에 살 수 있어서 항상 블루를 구매하다가 블루보다 조금 더 두꺼운 레드를 구매하게 되었어요. 안써봐도 어떤지 아니까 완전 만족!!! 제조일도 완전 만족ㅋ일주일 전에 만들었네요^^ 강력 추천ㅋ,0,186,7,1,2
4033,4033,11stReview,베베숲,물티슈,zira******,2021.07.15,5,베베숲만 주문해요~~~~~!,0,15,6,1,0
4124,4124,11stReview,베베숲,물티슈,jung****,2021.06.19,5,시그니쳐블루는도착전인데사은행사인카밍65휴대용과같이시킨카밍75슬림은빨리도착했네여~^^ 카밍나온뒤론카밍만쓰게되서믿고쓰는베베숲입니다~ 시그니쳐블루도좋은가격에딜떠서득템했어여~~~,0,95,7,1,0
4141,4141,11stReview,베베숲,물티슈,aaaa****,2021.07.07,5,항상 베베숲만써요~^^ 블루쓰다가 레드로 써요~^^ 레드가 좋아요~,0,37,7,1,0
4177,4177,11stReview,베베숲,물티슈,llll**,2021.07.12,5,아기키우고 있어요~ 첫째때 부터 베베숲만 썼어요~~ 품질도 좋고<~,0,37,5,1,0
4205,4205,11stReview,베베숲,물티슈,boki****,2021.07.08,5,시그니쳐 블루를 저렴한 가격에 잘 샀어요~~ 두껍고 좋아요~^^,0,35,5,0,0
4221,4221,11stReview,베베숲,물티슈,짱짱맨,2021.06.22,5,배송도 빠르고 잘 받았어요 항상 사용하는 제품입니다~~~^^,0,33,5,0,0
4257,4257,11stReview,걸핀스,헤어집게핀,toyo****,2021.06.24,5,뒷모습 사진찍기 어려워서 앞쪽으로 찍어서 느낌만 보여드려요~ 여성스러운 분위기가 물씬나네요~^^ 평소 덤벙대고 털털한 스타일인데 이 머리끈 하고 조신하게~ 여성스럽게~ 변신!! ㅎㅎ 예뻐요! 추천합니다 ~,0,114,10,0,0
4258,4258,11stReview,걸핀스,헤어집게핀,hear*****,2021.07.09,5,일단 배송이 엄청!!빨라요ㅠㅠ 진심 화요일 점심시간직전쯤 시켰는데 담날오후에받았어요.. 최고.. 그리고 솔라 꼬임진주 중자 대자 다했는데 저는 머리가 길어서(가슴께)대자로 겨우 집혀요 중자는 그냥 반묶음용이요. 플라스틱진주인데 오히려 진주알빠질 걱정없이 그냥 막할수있어서 더좋아요~ 물론 16번 금속 반달진주가 더 고급진건 사실이지만ㅎㅎ 4번도 충분히 가성비좋네요~,0,204,6,0,0
4304,4304,11stReview,걸핀스,헤어집게핀,다사고싶은1인,2021.07.13,5,단발머리 딸아이 반머리해주려고 구매했어요 조금더 큰거 시켜도 될을 것 같아요~^^ 싼티안나고 모양은 이뻐요~^^,0,62,6,0,0
4313,4313,11stReview,걸핀스,헤어집게핀,smse*************,2021.07.08,5,잘 받았습니다~ 너무 너무 이뿌네용~ 좋은 기회에 좋은 가격으로 구매했어용~ 재구매의사 있구용~ 많이파세용~~♡,0,62,6,0,0
4317,4317,11stReview,걸핀스,헤어집게핀,다사고싶은1인,2021.07.11,5,싼 가격에 이것저것 이뻐서 많이 구매했어요~^^ 딸이랑 같이하고싶어서 사다보니 많이 사게 됐어요~ 올여름 시원하게 쓰겠어요~^^,0,71,7,0,0
4360,4360,11stReview,걸핀스,헤어집게핀,smse*************,2021.07.08,5,으앙~~ 너무 이뿌네용~ 좋은 기회에 좋은 가격으로 구매했어용~ 재구매의사 있구용~ 많이파세용~~♡,0,55,7,0,0
4433,4433,11stReview,걸핀스,헤어집게핀,다사고싶은1인,2021.07.13,5,생각보단 작은사이즈네요~~ 귀여워요~^^,0,22,5,0,0
4495,4495,11stReview,걸핀스,헤어집게핀,mm17****,2021.07.09,5,"곰돌이, mnm, 스마일을 시켰는데 아이가 좋아하네요. 만약에 아이걸로 구매하실 거면 곰돌이 추천드려용!^^ 배송은 좀 느렸지만 만족합니다~~",0,79,5,0,0
4591,4591,11stReview,걸핀스,헤어집게핀,hjs3***,2021.07.10,5,3개샀어요~~만족하며 잘사용해요~^^,0,20,5,0,0
4594,4594,11stReview,걸핀스,헤어집게핀,hh21**,2021.06.25,5,완전 찐 가성비 굿~~ 좋아용~고무줄도 튼튼 디자인도 굿~~,0,33,5,0,0
4631,4631,11stReview,걸핀스,헤어집게핀,park******,2021.07.10,5,좋네요~~^^~~^^ 배송빠르고. 항상 이용하고 있고요,0,30,8,0,0
4638,4638,11stReview,걸핀스,헤어집게핀,shin******,2021.07.08,5,빠른 배송이 최고 굿!!!!! 믿고 구매합니다~~~~~ㅣㅣ,0,32,10,0,0
4669,4669,11stReview,걸핀스,헤어집게핀,파라곤,2021.06.05,5,"옵션13: 에이틴 대용량 슈슈세트를 ￦7920에 샀어요. (정상가 ￦26400.) ￦6천이상 무배이고, 카드할인 ￦410 있구요. 개당 ￦440이에요. 무지부터 체크패턴까지 18개라 색상& 디자인이 다양해서 좋네요. 원생들 줄 건데 좋아할 듯요. 중국oem. 소재: 패브릭& 고무줄. 사이즈: 내부지름 약4cm. 스토어: 걸핀스. 총알배송입니다.",0,193,8,1,0
4678,4678,11stReview,걸핀스,헤어집게핀,파라곤,2021.04.10,5,"플라워 시스루 자수슈슈 2개가 타임딜 ￦1710이에요. 여러개 묶음배송인데 빠진 거 없이 잘 왔고, 색상도 모두 골고루 왔네요.~~~ 슈슈도 핑크랑 블루가 하나씩 왔구요. 이쁜 꽃자수가 있어서 고급스럽고, 애들이 좋아할 듯요. 원산지: 중국oem. 소재: 오간자, 고무줄. 사이즈: 10cm. 배송: 빠릅니다. (4/8~10.)",0,183,11,0,0
4696,4696,11stReview,걸핀스,헤어집게핀,inyo****,2021.04.29,5,진짜 예뻐요 쓰다가 변색은 어떻게 될지 모르겠는데 예쁜 골드색이구 큐빅도 잘 박혀 있어요 !! :) 머리길이가 허리까지 / 숱이 많지는 않은데 두번꼬아서 집으니 딱 맞네요 자주 쓸것 같아요 ^^,0,108,7,0,0
4714,4714,11stReview,걸핀스,헤어집게핀,ppkk***,2021.06.10,5,배송빨랐구요 ~ 고무줄은 사놓으면 어디갔는지 없어지고 시간지나면 삯아버리고ㅠ 소모품이니 한번씩 사둬야해요~~ 고무줄 오래쓸 수 있을 지는 써봐야 알 것 같아요~~ 그래도 저렴히 득템한 건 확실한듯 잘 쓰겠습니다^^,0,119,7,0,0
4732,4732,11stReview,걸핀스,헤어집게핀,ppkk***,2021.06.10,5,배송빠르구요 ~~ 집게 빡빡하니 힘 많이 줘야 집게열리네요ㅋㅋ 보기보다는 튼튼해보여요~~고무줄 오래쓸 수 있을 지는 써봐야 알 것 같아요~~,0,78,6,0,0
4749,4749,11stReview,걸핀스,헤어집게핀,aisi*****,2021.03.22,5,머리가 긴편인데도 전체적으로 잘 잡아줘요!! 산것중에 유일하게 안아까운거같아요~ 디자인도 싼티안나고 하나더 구입하고싶네요:),0,69,5,0,0
4759,4759,11stReview,걸핀스,헤어집게핀,su10*****,2021.05.05,5,저렴한 가격인데~~고급스러워요~~ 이가격에 이정도면 만족해요~~ 머리를 잘 잡아줘서 흘러내리지 않아서 엄마가 만족해요,0,65,6,0,0
4760,4760,11stReview,걸핀스,헤어집게핀,inyo****,2021.04.29,5,랜덤 배송인데 제가 좋아하는 분홍색이 와서 좋네요 ㅋㅋ 박 심플하게 팔목에 차고다닐 수도 있고 머리에도 찰떡 입니다!! 많이많이사세요~~~,0,77,5,0,0
4782,4782,11stReview,걸핀스,헤어집게핀,ppkk***,2021.06.10,5,배송 빨랐구요 ~~ 가격 저렴해서 기대 많이 안 했는데 재질 싼티안나고 좋습니다~~ 고무줄 오래쓸 수 있을 지는 써봐야 알 것 같아요~~,0,76,6,0,0
